average_accuracy,std_dev_accuracy
0.7475555555555556,0.014686854792762955
0.7573333333333334,0.007055336829505512
0.7564444444444445,0.011102218663819413
0.7573333333333334,0.002666666666666595
0.7502222222222222,0.003079201435677985
0.7475555555555556,0.014686854792762955
0.7573333333333334,0.007055336829505512
0.7591111111111112,0.006710963942462929
0.7537777777777778,0.008572134009771538
0.7555555555555556,0.006710963942462929
0.6880000000000001,0.12011846004858893
0.7484444444444446,0.01231680574271207
0.7546666666666667,0.011623730516108443
0.7448888888888888,0.017350418929727267
0.7564444444444445,0.010777205024873004
0.7582222222222222,0.008146801235477048
0.7528888888888888,0.006158402871356003
0.7431111111111112,0.01775554164927835
0.7608888888888888,0.004073400617738536
0.7475555555555555,0.00814680123547706
0.7466666666666667,0.01866666666666669
0.7475555555555555,0.013421927884925806
0.7404444444444445,0.01315435429951006
0.7431111111111112,0.021554410049746016
0.7360000000000001,0.014110673659011148
0.7520000000000001,0.012220201853215524
0.7146666666666667,0.0462649375277266
0.7502222222222222,0.010777205024872996
0.7679999999999999,0.009614803401237278
0.7386666666666667,0.014110673659011065
0.7431111111111113,0.017755541649278474
0.7564444444444446,0.008572134009771451
0.7573333333333334,0.016220700080795264
0.7520000000000001,0.013333333333333364
0.7511111111111112,0.015396007178389992
0.7555555555555555,0.014686854792763056
0.7520000000000001,0.004618802153517075
0.7537777777777778,0.018730051116182637
0.7511111111111112,0.010095837059200509
0.7484444444444445,0.010095837059200469
0.7528888888888888,0.008146801235477048
0.7591111111111112,0.0015396007178390568
0.7422222222222222,0.015625240738886135
0.7466666666666667,0.016220700080795236
0.7546666666666667,0.016220700080795236
0.7573333333333334,0.007055336829505574
0.7537777777777778,0.010777205024872982
0.7600000000000001,0.0026666666666667616
0.7466666666666667,0.007055336829505574
0.7546666666666667,0.007055336829505574
0.7528888888888888,0.019291141701520593
0.7520000000000001,0.005333333333333357
0.7564444444444445,0.01110221866381937
0.751111111111111,0.009365025558091352
0.7475555555555555,0.00814680123547706
0.7582222222222222,0.012602175003340307
0.7431111111111112,0.021388816738695082
0.7573333333333333,0.0026666666666666505
0.7573333333333334,0.0026666666666666505
0.7617777777777778,0.0015396007178390247
0.7342222222222222,0.005551109331909663
0.7440000000000001,0.009614803401237262
0.7262222222222222,0.05633760667552299
0.7439999999999999,0.016220700080795302
0.7537777777777778,0.008572134009771451
0.7493333333333334,0.014847371634213442
0.7431111111111112,0.014686854792762926
0.7457777777777778,0.0030792014356780177
0.7555555555555555,0.00307920143567805
0.7191111111111111,0.045123698298656215
