average_accuracy,std_dev_accuracy
0.7475555555555556,0.014686854792762955
0.7573333333333334,0.007055336829505512
0.7564444444444445,0.011102218663819413
0.7573333333333334,0.002666666666666595
0.7502222222222222,0.003079201435677985
0.7484444444444445,0.015163308541539577
0.7511111111111112,0.00671096394246287
0.7493333333333334,0.010666666666666658
0.7520000000000001,0.011623730516108571
0.752888888888889,0.01231680574271207
0.7600000000000001,1.3597399555105182e-16
0.7484444444444446,0.010095837059200445
0.7582222222222222,0.005551109331909707
0.7546666666666667,0.007055336829505574
0.7546666666666667,0.009237604307034053
0.7546666666666667,0.009614803401237338
0.7546666666666667,0.005333333333333357
0.7520000000000001,0.009614803401237278
0.7502222222222222,0.016935607896229048
0.7511111111111112,0.014686854792762988
0.7608888888888888,0.0015396007178389926
0.7564444444444445,0.004073400617738585
0.7591111111111113,0.005551109331909663
0.7582222222222222,0.005551109331909663
0.752888888888889,0.010095837059200509
0.7537777777777778,0.010777205024873063
0.7502222222222222,0.010777205024873004
0.7493333333333334,0.018475208614068074
0.7466666666666667,0.007055336829505574
0.7502222222222222,0.010777205024873004
0.7457777777777778,0.008572134009771538
0.7448888888888888,0.00671096394246287
0.7484444444444445,0.015163308541539515
0.7493333333333334,0.010666666666666713
0.7395555555555556,0.015163308541539595
0.745777777777778,0.00814680123547712
0.7528888888888888,0.0015396007178390889
0.7600000000000001,0.007055336829505595
0.7537777777777778,0.005551109331909663
0.7635555555555555,0.0030792014356779535
0.7608888888888888,0.0030792014356779856
0.7502222222222222,0.013421927884925806
0.7608888888888888,0.004073400617738463
0.7519999999999999,0.014847371634213392
0.7511111111111112,0.017755541649278388
0.752888888888889,0.019656306122218668
0.7493333333333334,0.012220201853215583
0.7475555555555556,0.012024666007527786
0.7591111111111112,0.005551109331909707
0.7502222222222222,0.012602175003340325
0.7573333333333334,0.007055336829505574
0.7493333333333334,0.016000000000000014
0.7511111111111112,0.004073400617738524
0.7564444444444445,0.005551109331909707
