alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
4.641589e-06,64,3,0.00012915497,64,0.7626666666666667,0.6043859649122807,0.6152102856288579,0.6567478354978356,0.7626666666666667,1746902374.4322896,1746902374.4995892,0.7874439461883408
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746902430.753254,1746902430.8051627,0.8089686098654708
0.0021544348,25,3,0.00012915497,406,0.7440000000000001,0.5807017543859649,0.5861876752090811,0.6202613618855318,0.7440000000000001,1746902493.9325068,1746902493.9830303,0.8044843049327353
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746902563.640988,1746902563.6940205,0.8089686098654708
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746902646.1169198,1746902646.177334,0.8044843049327355
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746902707.0479841,1746902707.1068485,0.8089686098654708
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746902785.906395,1746902785.9570844,0.8089686098654708
0.00027825593,64,2,0.00012915497,25,0.7546666666666668,0.5839181286549707,0.5899722882709645,0.633167495854063,0.7546666666666668,1746902858.392834,1746902858.443224,0.7919282511210761
4.641589e-06,64,3,0.00012915497,406,0.752,0.589766081871345,0.5977032210754082,0.6344687950937951,0.752,1746902923.0941741,1746902923.1450984,0.8053811659192827
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746903006.3188183,1746903006.3694842,0.8089686098654708
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746903058.986462,1746903059.0373607,0.8044843049327355
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746903152.005353,1746903152.0567105,0.8044843049327355
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746903214.1577609,1746903214.2173324,0.8089686098654708
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746903272.8283353,1746903272.8792388,0.8044843049327355
4.641589e-06,64,3,0.00012915497,406,0.752,0.589766081871345,0.5977032210754082,0.6344687950937951,0.752,1746903339.7258065,1746903339.7900264,0.8053811659192827
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746903411.2539978,1746903411.304995,0.8044843049327355
0.0021544348,25,3,0.00012915497,406,0.7440000000000001,0.5807017543859649,0.5861876752090811,0.6202613618855318,0.7440000000000001,1746903485.3457592,1746903485.39668,0.8044843049327353
0.0021544348,25,3,0.00012915497,406,0.7440000000000001,0.5807017543859649,0.5861876752090811,0.6202613618855318,0.7440000000000001,1746903570.1435926,1746903570.1944635,0.8044843049327353
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746903641.9631765,1746903642.014346,0.8089686098654708
0.0021544348,25,3,0.00012915497,406,0.7440000000000001,0.5807017543859649,0.5861876752090811,0.6202613618855318,0.7440000000000001,1746903734.8186994,1746903734.869387,0.8044843049327353
7.742637e-08,16,1,0.00012915497,16,0.7386666666666667,0.5505847953216374,0.5492086227727455,0.5918004673601689,0.7386666666666667,1746903819.0519278,1746903819.1032808,0.7838565022421525
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746903914.30716,1746903914.3663769,0.8044843049327355
0.0021544348,64,2,0.00012915497,645,0.7626666666666666,0.6005847953216374,0.6112589666441934,0.6591914413322996,0.7626666666666666,1746904004.750087,1746904004.8006284,0.7946188340807175
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746904093.111966,1746904093.1625588,0.8044843049327355
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746904207.240572,1746904207.2905774,0.8089686098654708
7.742637e-08,101,3,0.00012915497,406,0.7573333333333334,0.5970760233918129,0.6054495184379437,0.6462137361812398,0.7573333333333334,1746904314.761387,1746904314.8115456,0.8071748878923767
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746904430.450233,1746904430.5016,0.8044843049327355
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746904535.566732,1746904535.6185324,0.8089686098654708
7.742637e-08,40,2,0.00012915497,406,0.7653333333333333,0.606140350877193,0.6174786873623468,0.6650017768301351,0.7653333333333333,1746904646.255604,1746904646.3064945,0.7928251121076233
4.641589e-06,40,2,0.00012915497,406,0.7626666666666667,0.6005847953216374,0.61032037470726,0.6584593837535014,0.7626666666666667,1746904770.9968731,1746904771.0467744,0.7919282511210762
0.0021544348,40,3,0.00012915497,406,0.768,0.6002923976608188,0.6117305769418734,0.6699562320970904,0.768,1746904868.0157135,1746904868.0668797,0.8053811659192827
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746904985.3356,1746904985.3860154,0.8044843049327355
4.641589e-06,40,3,0.00012915497,406,0.7466666666666667,0.578654970760234,0.5845152619725897,0.6236063681376934,0.7466666666666667,1746905070.29613,1746905070.3472679,0.8035874439461883
7.742637e-08,101,3,0.00012915497,406,0.7573333333333334,0.5970760233918129,0.6054495184379437,0.6462137361812398,0.7573333333333334,1746905194.811126,1746905194.8619144,0.8071748878923767
7.742637e-08,40,2,0.00012915497,25,0.7546666666666668,0.5839181286549707,0.5899722882709645,0.633167495854063,0.7546666666666668,1746905322.5112522,1746905322.561628,0.7919282511210761
7.742637e-08,64,3,0.00012915497,406,0.7600000000000001,0.5988304093567252,0.6080144166560828,0.6503371729077375,0.7600000000000001,1746905422.3602974,1746905422.4109123,0.8089686098654708
7.742637e-08,64,1,0.00012915497,16,0.7333333333333334,0.5242690058479532,0.5101658668327264,0.5575866693205511,0.7333333333333334,1746905553.4363892,1746905553.4872692,0.7784753363228699
4.641589e-06,40,3,0.00012915497,406,0.7466666666666667,0.578654970760234,0.5845152619725897,0.6236063681376934,0.7466666666666667,1746905650.521008,1746905650.5716581,0.8035874439461883
7.742637e-08,40,3,0.00012915497,406,0.752,0.5821637426900585,0.5888266344186818,0.6330029035019706,0.752,1746905736.2523556,1746905736.3031948,0.8044843049327355
