alpha,batch_size,depth,learning_rate_init,width,acc,bal_acc,f1,precision,generalization_score,time_init,time_final,score
3.5938137e-05,256,1,1e-05,256,0.752,0.5099415204678363,0.4648673828097183,0.5418841698841699,0.752,1747217141.2058828,1747217141.2439878,0.7739910313901345
3.5938137e-05,16,2,0.00012915497,1024,0.76,0.6064327485380117,0.6171522185072327,0.6566258530858942,0.76,1747217210.2090762,1747217210.247124,0.8026905829596412
0.0021544348,4,2,0.00012915497,1024,0.7653333333333333,0.6023391812865497,0.6126500982752281,0.663302457346575,0.7653333333333333,1747217319.4857483,1747217319.5223398,0.789237668161435
3.5938137e-05,256,3,0.00012915497,256,0.7626666666666667,0.6043859649122807,0.6151362735329149,0.6577633477633478,0.7626666666666667,1747217408.9454453,1747217408.9948416,0.7937219730941704
3.5938137e-05,64,3,0.00012915497,1024,0.736,0.5830409356725146,0.5879369481671085,0.6144547467387715,0.736,1747217491.0457003,1747217491.0832896,0.8089686098654708
0.0021544348,4,2,0.00012915497,1024,0.7653333333333333,0.6023391812865497,0.6126500982752281,0.663302457346575,0.7653333333333333,1747217591.2522242,1747217591.2912853,0.789237668161435
3.5938137e-05,4,3,0.00012915497,1024,0.736,0.5868421052631579,0.5911660295927725,0.614742362874823,0.736,1747217701.0016756,1747217701.0387392,0.8143497757847532
0.0021544348,25,3,0.00012915497,1024,0.7306666666666667,0.57953216374269,0.5854867513332356,0.6055538614611196,0.7306666666666667,1747217802.5443053,1747217802.5820448,0.8089686098654708
0.0021544348,25,3,0.00012915497,1024,0.7306666666666667,0.57953216374269,0.5854867513332356,0.6055538614611196,0.7306666666666667,1747217897.4414904,1747217897.4782898,0.8089686098654708
3.5938137e-05,4,3,0.00012915497,1024,0.736,0.5868421052631579,0.5911660295927725,0.614742362874823,0.736,1747218004.0226798,1747218004.0599189,0.8143497757847532
3.5938137e-05,4,3,0.00012915497,1024,0.736,0.5868421052631579,0.5911660295927725,0.614742362874823,0.736,1747218070.1031146,1747218070.1629522,0.8143497757847532
3.5938137e-05,25,2,0.00012915497,1024,0.7653333333333334,0.6023391812865497,0.6131426625117149,0.667448009506833,0.7653333333333334,1747218158.660276,1747218158.6979182,0.7955156950672645
3.5938137e-05,4,3,0.00012915497,1024,0.736,0.5868421052631579,0.5911660295927725,0.614742362874823,0.736,1747218261.9518652,1747218261.9889095,0.8143497757847532
7.742637e-08,16,2,1e-05,161,0.7493333333333334,0.5690058479532163,0.5714425647029964,0.6181703606363396,0.7493333333333334,1747218345.714975,1747218345.7709188,0.7883408071748879
7.742637e-08,4,3,1e-05,161,0.7653333333333334,0.606140350877193,0.6175400091968261,0.6615909090909091,0.7653333333333334,1747218437.2327757,1747218437.2711916,0.7937219730941705
3.5938137e-05,4,2,0.00012915497,1024,0.752,0.6011695906432749,0.6100847385034358,0.6432652353114354,0.752,1747218528.1711068,1747218528.208074,0.7964125560538117
3.5938137e-05,256,2,0.00012915497,645,0.7626666666666667,0.6043859649122807,0.6152102856288579,0.6567478354978356,0.7626666666666667,1747218605.8379376,1747218605.874141,0.7829596412556054
0.0021544348,4,2,0.00012915497,1024,0.7653333333333333,0.6023391812865497,0.6126500982752281,0.663302457346575,0.7653333333333333,1747218691.1055555,1747218691.1541686,0.789237668161435
3.5938137e-05,25,2,1e-05,1024,0.7653333333333334,0.606140350877193,0.6175400091968261,0.6615909090909091,0.7653333333333334,1747218769.2751868,1747218769.338549,0.7928251121076233
3.5938137e-05,25,3,0.00012915497,1024,0.736,0.5792397660818713,0.584561485060733,0.6092597342944381,0.736,1747218834.9532728,1747218834.9899948,0.811659192825112
0.0021544348,256,1,0.00012915497,256,0.744,0.5578947368421052,0.5582953162931132,0.6056072293232082,0.744,1747218923.4259825,1747218923.4629216,0.7883408071748879
0.0021544348,16,3,0.00012915497,1024,0.744,0.5883040935672514,0.5950580511949513,0.6224317796898442,0.744,1747219022.974041,1747219023.0112839,0.8125560538116592
3.5938137e-05,64,3,0.00012915497,1024,0.736,0.5830409356725146,0.5879369481671085,0.6144547467387715,0.736,1747219107.8442435,1747219107.8819659,0.8089686098654708
0.0021544348,4,2,0.00012915497,1024,0.7653333333333333,0.6023391812865497,0.6126500982752281,0.663302457346575,0.7653333333333333,1747219205.5780282,1747219205.6145513,0.789237668161435
