average_accuracy,std_dev_accuracy
0.7475555555555556,0.014686854792762955
0.7573333333333334,0.007055336829505512
0.7564444444444445,0.011102218663819413
0.7573333333333334,0.002666666666666595
0.7502222222222222,0.003079201435677985
0.7537777777777778,0.010777205024873063
0.7600000000000001,0.009614803401237354
0.7653333333333334,0.005333333333333357
0.7600000000000001,0.008000000000000007
0.7582222222222224,0.010095837059200533
0.7564444444444445,0.006710963942462877
0.7573333333333334,0.002666666666666706
0.7448888888888888,0.030792014356780046
0.7519999999999999,0.009237604307033988
0.7555555555555555,0.001539600717839025
0.7546666666666667,0.016653327995729078
0.7564444444444446,0.010777205024873077
0.7413333333333334,0.019229606802474587
0.7528888888888888,0.012316805742711974
0.7360000000000001,0.011623730516108419
0.7528888888888888,0.012602175003340287
0.7457777777777778,0.02036700308869263
0.7431111111111113,0.018151624761477428
0.7555555555555555,0.010095837059200509
0.7600000000000001,0.014847371634213432
0.7537777777777778,0.010777205024873077
0.7413333333333334,0.019229606802474663
0.7582222222222222,0.011102218663819432
0.7591111111111112,0.006710963942462885
0.7555555555555555,0.00769800358919506
0.7511111111111112,0.013154354299510021
0.7546666666666667,0.016220700080795302
0.7502222222222223,0.00814680123547706
0.7582222222222222,0.003079201435677985
0.7360000000000001,0.007055336829505596
0.7422222222222222,0.01629360247095407
0.7502222222222222,0.017755541649278426
0.7502222222222222,0.015163308541539485
0.7555555555555555,0.014686854792762938
0.7520000000000001,0.013333333333333364
0.7288888888888888,0.018730051116182644
0.7484444444444445,0.020014809331907045
0.7448888888888888,0.018918930358926948
0.7333333333333334,0.004618802153517011
0.7448888888888888,0.013154354299509995
0.7591111111111112,0.010095837059200533
0.7502222222222222,0.010777205024873063
0.7413333333333334,0.007055336829505574
0.7422222222222222,0.016073903395577908
0.7422222222222222,0.006710963942462877
0.7502222222222222,0.01693560789622908
0.7448888888888888,0.005551109331909725
0.7484444444444445,0.013684270505191661
0.7520000000000001,0.024440403706431215
0.7546666666666667,0.011623730516108443
0.7528888888888888,0.014686854792762964
0.7511111111111112,0.01260217500334037
0.7457777777777778,0.005551109331909663
0.7528888888888888,0.008572134009771555
0.7457777777777778,0.009365025558091303
0.7537777777777778,0.005551109331909663
0.7502222222222223,0.015163308541539609
0.7440000000000001,0.008000000000000007
0.7573333333333333,0.009237604307034021
0.7324444444444445,0.0061584028713560675
