average_accuracy,std_dev_accuracy
0.7475555555555556,0.014686854792762955
0.7573333333333334,0.007055336829505512
0.7564444444444445,0.011102218663819413
0.7573333333333334,0.002666666666666595
0.7502222222222222,0.003079201435677985
0.7573333333333334,0.009614803401237338
0.7457777777777778,0.00814680123547706
0.7591111111111112,0.005551109331909707
0.7511111111111112,0.008146801235477048
0.7626666666666667,1.1102230246251565e-16
0.7626666666666667,0.002666666666666706
0.7448888888888888,0.007698003589195059
0.7528888888888888,0.005551109331909769
0.7466666666666666,0.008000000000000007
0.7484444444444445,0.004073400617738536
0.7564444444444446,0.0030792014356780494
0.7555555555555556,0.017144268019543118
0.7608888888888888,0.0030792014356780814
0.7608888888888888,0.008572134009771516
0.7502222222222222,0.01929114170152072
0.7564444444444445,0.010777205024873055
0.7600000000000001,0.0046188021535169465
0.7546666666666667,0.007055336829505574
0.7448888888888888,0.017144268019543094
0.7493333333333334,0.009237604307034117
0.7457777777777778,0.012602175003340287
0.7511111111111112,0.013154354299510021
0.7431111111111112,0.012602175003340307
0.7475555555555555,0.017144268019543055
0.7493333333333334,0.011623730516108469
0.7440000000000001,0.016220700080795302
0.7564444444444445,0.022363992222949557
0.7528888888888888,0.014686854792762933
0.7520000000000001,0.012220201853215583
0.7448888888888888,0.005551109331909689
0.7475555555555556,0.009365025558091298
0.7591111111111112,0.006710963942462877
0.7582222222222222,0.005551109331909689
0.7528888888888888,0.014686854792762964
0.7493333333333334,0.010666666666666602
0.7448888888888888,0.020367003088692704
0.7466666666666667,0.02543837870445198
0.7537777777777777,0.012024666007527727
0.7502222222222223,0.00814680123547706
0.7617777777777778,0.006158402871356067
0.7555555555555555,0.005551109331909662
0.7608888888888888,0.005551109331909707
0.7368888888888888,0.010777205024873013
0.7537777777777778,0.013684270505191724
0.7386666666666667,0.021166010488516743
0.7528888888888888,0.01629360247095416
0.7422222222222222,0.015625240738886215
0.7475555555555555,0.015163308541539532
0.7493333333333334,0.011623730516108533
0.7564444444444445,0.006710963942462988
0.7591111111111112,0.009365025558091293
0.7591111111111112,0.004073400617738524
0.751111111111111,0.020191674118400976
0.7324444444444445,0.005551109331909663
0.7608888888888891,0.008572134009771476
0.7582222222222222,0.010095837059200597
0.7368888888888888,0.003079201435677985
0.7573333333333334,0.013856406460551095
0.7484444444444445,0.007698003589195059
0.7395555555555555,0.008572134009771538
